index,title,label
790,predsjednik,invalid
791,president,triage
792,github doc available right team case,content
793,graphql minimizereason documentation confusing,content
794,additional step needed deleting oauth app doc,content
795,linking issue http github com github doc pull,invalid
796,fgoh,invalid
797,github someonestar,invalid
798,cash co,invalid
799,mathjax render working list,content
800,http apmoney net,invalid
801,clarify yaml config automated release note,content
802,mobile learning,invalid
803,document new note rendering note warning etc,content
804,problem page quickstart doc,content
805,public created org event common property missed doc,content
806,million usd,content
807,searching api github com meta work,engineering
808,first sentence deleting issue personal repository misleading,content
809,talk closing issue completed,content
810,http github com aws aws sdk ruby commit fb,invalid
811,go,invalid
812,explain possible see file git blame ignore rev change,content
813,gif support github content,content
814,javascript code sample add label issue wrong,content
815,sarkkiller,invalid
816,auto sign commits codespaces terminal,content
817,pre,invalid
818,jehovajesuschristholyspirit,invalid
819,doc expression extra condition clear,actions
820,,engineering
821,chaiwatjaengchay,triage
822,unclear text workflow syntax page,actions
823,confusing type github form schema,communities
824,codeowners talk fork,code owners
825,,invalid
826,,invalid
827,table context ja broken,content
828,incorrect powershell module location,actions
829,update,engineering
830,fork button image outdated,content
831,confusing presentation filtering event ref,content
832,update,triage
833,add example mongo service action,actions
834,unclear note activity event trigger workflow,content
835,redundant note event trigger workflow page,content
836,page skip workflow run difference two code sample visible due wrapping,actions
837,spelling mistake component doc stylesheets readme md file,contributing docs
838,typo tool picker name,content
839,codespaces doc include twingate option private network access,Codespaces
840,incorrect example payload push webhooks,content
841,update dependabot supported version terraform,content
842,improve rate limit explanation add repository collaborator,content
843,codespaces limit outdated,Codespaces
844,slow respond june july,1
845,fix typo slicita e solicita e,content
846,confusing example syncing fork,content
847,noreply reply consistency email setting,content
848,document reference label github flavored markdown,content
849,http semaphoreci com organization naem activity monitor,invalid
850,pull request document default behavior pull request without filter,content
851,broken link learn github action managing complex workflow,actions
852,davice,invalid
853,misplaced sentence detects change file translation folder,content
854,link parameter option list workflow run incorrect,content
855,add end sentence check whether node j installed,contributing docs
856,glossary define directory,content
857,github action map travis ci environment variable similar github action equivalent,actions
858,specify page actually user setting accessible top righthand corner,content
859,ex,triage
860,code sample us token authentication method instead basic authentication,content
861,webhooks wrong example payload security analysis event,content
862,typo japanese content enabling debug logging,content
863,missing doc autolinking label,content
864,missing spelling command japanese page,content
865,remove overlap suggested scope personal access token github graphql api,content
866,consider adding new achievement badge list,content
867,incorrect syntax openid connect trust policy,content
868,clarifying source script file,actions
869,check suite webhook payload status enum queued instead requested,content
870,become producer,invalid
871,remove extra step managing moderator,content
872,fix system spec terminology error,content
873,create documentation unarchiving repository,content
874,creating personal access token,content
875,payment link,invalid
876,explain basehead parameter compare commits endpoint,content
877,secret scanning doc missing example signature validation python,content
878,http stihi ru avtor bayashka,engineering
879,flex tv,invalid
880,document security policy shown along issue template,content
881,branch search syntax documented,content
882,description use github maven package misleading,content
883,typo app code sample,content
884,ambiguity found github dependency review doc,content
885,add progressive web app functionality github page site,engineering
886,gh pr checkout thanks opening pull request github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,invalid
887,get issue label description nullable doc say required,content
888,hello citty,invalid
889,inconsistent auth header code sample,content
890,pt br translation error,engineering
891,invalid syntax workflow pull request target event example,Docs open source board
892,http www reddit com user far quantity upvoted json feed eeda fe fe user far quantity,invalid
893,ivatel,invalid
894,amat com,invalid
895,moje,invalid
896,missing link ubuntu gha runner configuration,content
897,improve existing doc,invalid
898,incorrectly stated eo pipefail applied default bash shell specified runner,content
899,explain different default context fx without branch protection,content
900,document,invalid
901,,invalid
902,add go top button,simpsoka
903,add context issue label contribute page,content
904,documentation secret step condition could elaborate implication approach,actions
905,stwrt zch yahoo com,invalid
906,ambiguous instruction publishing github action,actions
907,note use square bracket github action workflow filter pattern,content
908,turbo,invalid
909,turbolinks,invalid
910,requesting pull request review need review,content
911,codeowners documentation claim user need least read access github built linter claim user need write access,code owners
912,quypham,invalid
913,ssh key custom name,content
914,add git lf link description adding file repository page,content
915,discus github copilot intellicode conflict vscode,content
916,clarify path value use using action repository workflow,actions
917,restrict azure preview env deploy yml workflow run,content
918,missing section webhooks secret scanning alert secret scanning alert location,content
919,reorder advice best practice leaving company,account-and-profile
920,unnecessary code backticks around kbd block,content
921,add section creating project using api,content
922,viewing project contributor need link list repository contributor,content
923,api doc creating repository using template indicate template also public,content
924,managing theme setting part repo latest live doc,engineering
925,use latest shell command ssh add key article,content
926,doc unclear custom named ssh key,content
927,language misspelling,invalid
928,fix language misspelling spanish documentation,content
929,wrong example rest github action cache api doc,content
930,part comparing commits work,content
931,description revision selection comparing commits inadequate,content
932,clarify bash shell invoked specified explicitly job job id step shell,actions
933,mobile search result get enough space,content
934,argument option codeql database analyze download example,code security
935,please clean documentation authorization,content
936,language search tag displaying empty repo contains code tag,content
937,githubs ssh key fingerprint link rest meta,authentication
938,add host key verification failed troubleshooting ssh,authentication
939,triggering actor listed github context,actions
940,documentation say,invalid
941,fix doc say github wiki internal link format match mediawiki link format,communities
942,explain action dynamically determine github token permission,actions
943,difficulty finding post published github page,core
944,way upload proof academic status education benefit,content
945,mention one else know current state permission grant,content
946,authentication,invalid
947,documenting error response rest api,content
948,unclear transfer repo associated redirect applies release,triage
949,incorrect return type startswith,actions
950,get permission denied found solution thanks stackoverflow would great someone point right config use custom key name close changed available include code snippet screenshots gifs check following reviewed change staging look automatically generated comment click link preview column view latest change content change completed self review checklist writer impact section github staff member pull request impact contribution experience added writer impact label added description video demo change video,content
951,add case sensitivity note http verb documentation,content
952,replace cross mark tick mark better represent permission,content
953,using underscore cause github reusable workflow found,actions
954,missing example contacting support info github action,actions
955,update setup java instruction recommend java temurin,content
956,add help install nuget package different repository,content
957,technology partner,invalid
958,poor instruction getting starred property stargazer endpoint,content
959,update cache action correct snippet java maven example,actions
960,invalid anchor graphql reference object page,content
961,update link text searching repository number star per example,content
962,dropdown button readable mouse hover,content
963,state reason missing rest api issue doc,content
964,add contributing md,invalid
965,hardikarya,invalid
966,outdated screenshot renaming repository page,invalid
967,outdated screenshot renaming repository page,content
968,update confusing wording using self hosted runner workflow,content
969,mention github runner set using github env ci,actions
970,clarify env var least somewhat case insensitive window,actions
971,org webhook document setting requesting event type,content
972,provide unified page talk pull request bottom box,content
973,issue template case insensitive initially,communities
974,oidc aws documentation improvement,content
975,search merges line table whitespace,content
976,opening throwaway issue test new workflow,triage
977,add ghes performance number,content
978,dead link github classroom leave feedback pull request,content
979,fixed vulnerability found,content
980,token graphql explorer read project access,content
981,postbin org changed http www toptal com developer postbin,invalid
982,missing run post entrypoint configuration dockefile action,content
983,thanks much contributing pull request merged see change appear site approximately hour looking next contribution check help wanted issue http github com github doc issue aopen aissue label help wanted,invalid
984,missing optional flag branding configuration,content
985,suggestion clarification around contributing file,content
986,example codeowners negation,code owners
987,best practice security advisory doc use positive statement,content
988,github action page cs break,engineering
989,update ssh port process useful,content
990,fix misleading example reusable workflow,actions
991,matching url emoji cheat sheet,Docs open source board
992,app manager crash report,invalid
993,web commit signing doc mention restriction necessary,content
994,testing issue automation,triage
995,difficult read text hover button,engineering
996,fix ja jp context md layout,content
997,change word replace,content
998,change word replaced deleted doc detailing deletion content,content
999,issue,invalid
1000,check wifi analyzer,invalid
1001,add tsg high cpu flag,triage
1002,table layout broken ja jp document,content
1003,github draft blog date,content
1004,dropdown content outside container,engineering
1005,add dev container configuration repository node j,Codespaces
1006,create new release documented draft new release ghe,core
1007,leftover,invalid
1008,grammar fix deployment page,content
1009,ssh commit signing missing key prefix literal key setup instruction,authentication
1010,case hub signature header incorrect securing webhooks topic,content
1011,consistent use plural form repository,content
1012,ssh config pubkeyacceptedkeytypes directive error permission denied publickey,authentication
1013,managing custom domain page configuring subdomain second example undifferentiated first example,content
1014,,invalid
1015,xx,engineering
1016,ui improvement issue navbar button index sidebar,engineering
1017,update issue comment link github action doc,content
1018,document accept invitation repository organization,account-and-profile
1019,confusion troubleshoot codeql workflow page go compiled language,content
1020,clarify reporting abuse comment user contributor,content
1021,dismissing review cause reviewed event dismissed state,content
1022,remove extraneous em tag,content
1023,rmmak,engineering
1024,git commit signature ssh key state use public part signing,content
1025,incorrect layout dependabot yml option,invalid
1026,doc correct word sprint iteration,content
1027,kdkd,engineering
1028,fix documentation repository visibility field oidc token,actions
1029,jdmd,triage
1030,attaching file missing important note,content
1031,review fix potential typo git clone feedback text copy,content
1032,licensing unclear,engineering
1033,documentation runner o environment variable page,actions
1034,update gmail button screenshot,content
1035,merferan com,invalid
1036,empty default value auto merge parameter create deployment documentation,content
1037,dmarshclover,invalid
1038,gpg supported key algorithm,content
1039,word space missing,content
1040,http bat core readthedocs io en stable,invalid
1041,please provide complete reference schema subkey context accessible workflow,actions
1042,thanks opening pull request github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,invalid
1043,,invalid
1044,user profile header alignment,engineering
1045,using internationalized domain github page,content
1046,typo copilot billing pt translation page,content
1047,missing mastering markdown page redirects basic formatting,content
1048,update ui element image match current element,content
1049,hey spelunker look like modified file accept contribution complete list file accept,invalid
1050,,invalid
1051,modified content linking comment,invalid
1052,default dependabot update direct dependency,content
1053,incorrect type string github ref protected property,content
1054,update gei managing access section include ip allowlist configuration,content
1055,update self hosted runner support macos arm,content
1056,tessa,invalid
1057,neither look wrong tag expected explain path,content
1058,gitup,invalid
1059,clarify api usage limit github action,actions
1060,missing information workflow creation api,actions
1061,fromjson include example array run,actions
1062,ready use doc package,engineering
1063,github copilot free teacher,content
1064,content error shell example gpg signing article,content
1065,support toggle dark mode light mode,content
1066,doc codeowners broken link syntax expections,content
1067,removal outline button github doc footer,content
1068,warn scam email impersonating github,account-and-profile
1069,fa fbe ab ffeea,invalid
1070,ef aa acb fea,invalid
1071,webricks currently included default homebrew ruby leading issue,content
1072,list follower user,content
1073,include observation link pr template readme md,contributing docs
1074,nn,invalid
1075,german translation,invalid
1076,github action rename example section title workflow syntax github action,Perkles
1077,oauth redirect uri document host constraint exist,content
1078,unclear get id value pushactorids createbranchprotectionruleinput,content
1079,minor change would help understanding code suggestion comment,content
1080,github api missing repository language repo forked get user repos,content
1081,incorrect type strategy context property,content
1082,,invalid
1083,issue may opened accidentally going close feel free open new issue descriptive title ask question discussion http github com github doc discussion,invalid
1084,clarify need context contains output job defined dependency current job,actions
1085,hover state make content difficult see,content
1086,,invalid
1087,incorrect link remote repository page,content
1088,flag deprecated,content
1089,github event type md show invalid attribute name,content
1090,pdf reference give correct reference uploaded yet thanks,triage
1091,good contributing md content shown,content
1092,per doc able add callouts markdown file,triage
1093,add information happens gist username change,content
1094,explain someone sign github marketplace developer agreement,actions
1095,,invalid
1096,label content,invalid
1097,issue event assigned assigner,content
1098,ae documentation clarified include repo size limit,content
1099,spencer marcu,invalid
1100,body fitness proper work,invalid
1101,comment module bug,content
1102,document new time zone feature,account-and-profile
1103,reportingdescriptor name mention pascal style constraint,code security
1104,sarif support code scanning explain field surfaced,code security
1105,remove em tag code example,content
1106,issue event converted discussion,content
1107,add ssh add requirement ssh commit signing,authentication
1108,drafting issue via curl us non escaped mark,content
1109,improve description job workflow permission,actions
1110,think covered pr referencing,invalid
1111,document permission required approve pull request,content
1112,improve documentation variable reusables,contributing docs
1113,add gpg format git configuration gpg setup,content
1114,capital gain,invalid
1115,good boy,invalid
1116,www phownixpwn com,invalid
1117,remove sign code example avoid prompting error improve doc,content
1118,curl example non escaped mark,content
1119,ubuntu latest anymore,Docs open source board
1120,new secret scanning public key published api,content
1121,workflow dispatch contains branch specific wording,actions
1122,translate sidebar area spanish version,content
1123,clarify instruction updating eol repo head,content
1124,github token correct right publish private repos,actions
1125,improvement add link copilot doc using github copilot github codespaces,content
1126,incorrect comment github action example,content
1127,add documentation get ssh signed commits verified,authentication
1128,yakmus,engineering
1129,create personal access token link broken,content
1130,stefano gambelli,invalid
1131,discussion indicated save reply doc,content
1132,label period render,content
1133,menu breadcrumb work mobile phone view,engineering
1134,add persian farsi language document,content
1135,colour toc meet colour contrast,engineering
1136,clarify behavior property security severity sarif file,code security
1137,organization project,invalid
1138,organization project,content
1139,typo,invalid
1140,good day,invalid
1141,hovering item sidebar black written text,content
1142,github page raw bandwidth limit,content
1143,workflow call input input id type includes invalid type choice,content
1144,rest quickstart guide example still reference example,content
1145,macos narrow host definition ssh config,content
1146,description github action free confusing,actions
1147,creating composite action creating action metadata file using deprecated set output,actions
1148,locking conversation article cover effect reaction vote,content
1149,resource found github desktop page error,content
1150,recovering ssh key passphrase md outdated,content
1151,page say repository default branch usually master despite main often,content
1152,word conjugated incorrectly wrong meaning pt br,content
1153,repository missing paragraph break present orgs enterprise,content
1154,hey would like work quite get type example one would looking,triage
1155,thanks opening issue github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,1
1156,raw data variable product prodname action run object,code security
1157,make change new branch contributing project,content
1158,clarify home environment variable action doc,actions
1159,check suite commit unique despite doc claim,content
1160,authentication workflow doc suggest inject pat workflow might security risk user account,actions
1161,link github brand guide contributing content styleguide md,content
1162,difficult see sample low resolution pc,content
1163,adding new page site section missing critical last step,AlexandraMMR
1164,powershell code hidden using anchor pwsh tab top bypassed add tab code instead page,content
1165,diagram pull request merges misleading confusing,content
1166,clarify multiline output value set via github output,actions
1167,broken link typo reviewing audit log organization md,content
1168,updating doc reflect use github output environment file,content
1169,use github output environment file broken doc link workflow,content
1170,ja,invalid
1171,ask,engineering
1172,fenced block syntax mathematical expression inaccurate,content
1173,vcrd,invalid
1174,codespaces sample add sql sample,content
1175,accessibility audit flagging markup error,Docs open source board
1176,improvement,help wanted
1177,abuse threatening harrassment create nude picture sent phone contact,content
1178,broken markup oidc doc,actions
1179,update commits api reference protected branch doc,content
1180,add ghes performance number,content
1181,correct issue configuring rate limit link pointing wrong location,content
1182,result error click configuring rate limit link,content
1183,add section special character need escaped used github secret value,actions
1184,copy button copy whole link incompatible shell command preceding,content
1185,parameter setup url missing github app manifest,content
1186,unclear instruction incorrectly set variable text nonsense,content
1187,postbin org changed http www toptal com developer postbin,content
1188,action autoscaling self hosted runner add cirun,actions
1189,confusing description list pull request associated commit rest doc,content
1190,add documentation get github copilot sign multiple device v code,content
1191,improve existing,invalid
1192,document minimum neovim version copilot,content
1193,highlight sql example created also applicable azure sql,content
1194,adding creating unordered list,content
1195,add address keyword link pull request issue,content
1196,api documentation missing information allow force push specific team user,content
1197,setting github enterprise server using rest api,content
1198,instruction installing github page gem confusing,content
1199,macos instruction linux instruction ssh authentication,content
1200,viewing large file pull request section correct,content
1201,random error pr bot,bug
1202,raw markdown getting started apps,content
1203,rest fork apis actually github apps friendly,content
1204,update instruction configuring subdomain help article,content
1205,secret reusable workflow,actions
1206,recommend default global gitignore file,content
1207,handling skipped required check promise non viable solution,content
1208,add host file content github ssh key,authentication
1209,document base secret decoding wart window powershell,actions
1210,lgili alanlar gelistirilmeli,invalid
1211,manager,invalid
1212,audit log event doc lack event schema information,content
1213,screenshot date,content
1214,gh pr create,invalid
1215,regression menu breadcrumb work mobile phone view,content
1216,fix typo configuring codeql cli ci system,content
1217,workflow job execution doc clarify env context available job conditional,actions
1218,using gh workflow seems require setting gh token,code security
1219,jz,engineering
1220,navigating code github rust language listed supported tree sitter language table,content
1221,,invalid
1222,missing period github sponsor additional term section,content
1223,myanmar social connectivity,invalid
1224,priyanshukarn,invalid
1225,macos latest macos macos big sur explained,actions
1226,fixed sentence error codespaces overview md documentation,content
1227,incorrect git config command syntax telling git signing key,content
1228,automated thanks much contributing comment confusing contributor bot,engineering
1229,unneeded white space git remote rm example output,content
1230,searching security event work well,content
1231,typo developing codespace source control,content
1232,oh website froze,content
1233,clarify assigning permission job documentation,content
1234,provide clear self contained motivated instruction transitioning away password,triage
1235,make existing recommendation pvr actionable giving template,content
1236,loosing version selection context graphql object reference doc,engineering
1237,point newer clojure github api client,content
1238,improvement use consistent styling placeholder variable text,help wanted
1239,missing note registry package event firing multiple time package,content
1240,add mention composite action type action custom action md,content
1241,shell command alternative type task step missing,ecosystem
1242,error rendering table,actions
1243,page fork repo unexpected space html tag code,content
1244,ubuntu ubuntu latest doc still reference latest,content
1245,dependabot security update pull request limit correction,code security
1246,irrelevant step need removed commit verification setup guide,content
1247,broken row table,content
1248,feather icon incomplete date,actions
1249,many appended reusable table rendered incorrectly,content
1250,improve table,invalid
1251,improve table,invalid
1252,improve table billing github action page,content
1253,manage custom domain configuring subdomain broken formatting,content
1254,documentation restrict push matching branch erroneously suggests feature free plan,content
1255,vip,invalid
1256,centastrology,invalid
1257,improve walk along,invalid
1258,mismatching branch name picture caption,content
1259,package working npm registry missing npm login argument npm,content
1260,first local test run requires npm run build,engineering
1261,complete new use method copilot,content
1262,document resource limit absence limit label attached issue,content
1263,,invalid
1264,update configuring openid connect amazon web service md,content
1265,zanscree,engineering
1266,migrating gitlab ci cd github action article us gitlab ci commit ref slug without equivalent github variable,actions
1267,authorizing oauth apps mention access token endpoint support cors,content
1268,kamje,invalid
1269,clarify use repository context claim oidc setup,actions
1270,extra whitespace document action group concurrency md,content
1271,extra character managing remote repository,content
1272,test failing mac,engineering
1273,,invalid
1274,parameter missing github app manifest,content
1275,doc,invalid
1276,action workflow syntax without expression syntax result yaml syntax error,actions
1277,http legitopinaldomarina,invalid
1278,clarify workflow reused within org private repo appropriate setting,content
1279,add callout context available use job job id conditional,content
1280,inconsistent format official library link,content
1281,quote reading intentional,communities
1282,documentation github package partly outdated,content
1283,,invalid
1284,saml scim okta page include clear instruction enabling setting okta ghec org app integration,content
1285,breadcrumb displayed correctly mobile,engineering
1286,fix example adding ssh key ssh agent,authentication
1287,read permission forked repository incorrect,actions
1288,maximum access forked repos inaccurate,actions
1289,remove unnecessary comma private fork test,content
1290,inconsistent reporting pull request repos action run,actions
1291,change close repo archive repo,content
1292,fadel project,invalid
1293,reuse workflow article explain share file across workflow,actions
1294,ci cd,invalid
1295,caa record added enforcing http github page,content
1296,thanks,invalid
1297,rest get diff dependency commits mention enable,code security
1298,transferring ownership article contain pointer transfer request approved,content
1299,add definition term like synchronize github action activity type,actions
1300,update ubuntu latest reference,actions
1301,typo data reusables dependabot supported package manager,content
1302,small spelling mistake creating webhooks page,content
1303,use path join cause test failure window,bug
1304,example pas secret workflow call incorrect misleading,content
1305,graphql error especially rate limit error documented,content
1306,hallo,invalid
1307,open link new tab let reader stay loop,content
1308,improvement consistency spelling canceled non api doc,good first issue
1309,issue,invalid
1310,adding organization enterprise warn problem transferring non fa account,content
1311,add link best practice pull request target,actions
1312,doc,invalid
1313,client j match current version redis npm module,content
1314,github organization people page responsive small screen,support
1315,add new note warning admonition basic writing formatting syntax,content
1316,slow respond,content
1317,christopher roberson,invalid
1318,caching self hosted runner,actions
1319,unnecessary title mentioned external webpage link,content
1320,restore payload example webhooks,content
1321,github ref contain fully formed ref branch,actions
1322,bad german translation reference,content
1323,http youtube com brandpremerch,invalid
1324,update autoscaling runner doc hyperlink,content
1325,document limitation reusable workflow,content
1326,hubbers,invalid
1327,cap,invalid
1328,cc ce,invalid
1329,network,invalid
1330,doc,invalid
1331,permission read write work example,actions
1332,fix typo graphql,content
1333,example code properly quote variable,content
1334,mj,invalid
1335,github audit log doc missing org restore member,content
1336,unclear direction locating bashrc profile file window,content
1337,fix syntax example,content
1338,add custom field support info url parameter issue creation,content
1339,proposal remove test pas checkbox pr template,contributing docs
1340,rocket jmco,invalid
1341,missing raw tag caching page,content
1342,ynsleeroy,invalid
1343,typo fix difference github apps oauth apps,content
1344,fix securing webhooks topic,help wanted
1345,typo authorizing oauth apps,content
1346,typo resource rest api,content
1347,country brazil authentication sm,content
1348,typo finding customizing action,content
1349,matching scim saml value need match provisioning scim mentioned troubleshooting documentation,content
1350,search author,content
1351,github advanced security trophy reflected http learn microsoft com,triage
1352,clarify state reason update possibility issue update api,content
1353,construction,invalid
1354,new,invalid
1355,typo lease instead least,content
1356,father,invalid
1357,add staff badge displaying badge profile,account-and-profile
1358,label preview,invalid
1359,deleting required status check curl example incorrect,content
1360,improve hinting license file name,content
1361,hi michelle,invalid
1362,,invalid
1363,incorrect example link searching commits,content
1364,empty repo clone missing information,content
1365,main,invalid
1366,thanks opening issue github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,invalid
1367,jawed user noreply github comjawed user noreply github com,triage
1368,lashonnee,invalid
1369,,invalid
1370,ba tr,engineering
1371,navigation entry missing href found,engineering
1372,ui contact support banner need alignment,engineering
1373,,triage
1374,mmnbmm gmail com,engineering
1375,jay,invalid
1376,beginner open source need contribute open source would suggest contribute beneficial well open source,invalid
1377,html,invalid
1378,improve existing doc,triage
1379,,triage
1380,update quickstart md doc,contributing docs
1381,check api output text limit,ecosystem
1382,pull request converted draft action missing webhook payload documentation,ecosystem
1383,creating github page repo private work even changing visibility,content
1384,dotnet cli guide example publish github action github token,actions
1385,clarify automatic creation inactive status environment,content
1386,clarify automatic creation inactive status environment,content
1387,rest list requested reviewer pull request paginate,content
1388,jeneralnima gmail com,engineering
1389,etherum,invalid
1390,four location around solar orbit observatory,invalid
1391,doc,invalid
1392,doc github com,invalid
1393,button behave correctly mobile,engineering
1394,add conditional environment variable example environment variable section,actions
1395,url,engineering
1396,account overview activity bug,triage
1397,kkhk gmail com,invalid
1398,shell indicated example missing alternative shell solution,actions
1399,main,invalid
1400,organization secret scanning setting available,DSP
1401,thanks opening issue muru clarify change like see creating encrypted secret repository hoping line added article letting folk know anyone write permission use api access secret,invalid
1402,still understand page,invalid
1403,double comma enforcing security setting enterprise account,content
1404,get sofware slot machine lost,invalid
1405,make easier manually start dependabot check,content
1406,improve existing doc,invalid
1407,fix doc ghcr repo linking via docker label,content
1408,workflow run payload doc incomplete,content
1409,typo authorizing oauth apps,engineering
1410,update methodology enabling dependabot security update,core
1411,add example custom shell,ecosystem
1412,ui sidebar brand color,engineering
1413,pat creation section possible incorrect info,ecosystem
1414,missing permission deleting discussion,content
1415,ui ux navbar active link styling section better user experience,engineering
1416,securing github page site http page mention case cloudflare,core
1417,official spelled incorrectly,Docs open source board
1418,http github com github doc issue issue,engineering
1419,environment variable doc inconsistent github prefix,actions
1420,moin,invalid
1421,undocumented event pullrequestreviewevent,runleonarun
1422,missing step associating email gpg key,core
1423,add couple inline link reusables variable section content style guide md,contributing docs
1424,html,invalid
1425,,invalid
1426,new license file incorrect would detected github,contributing docs
1427,graphiql api explorer broken due content security policy,engineering
1428,improve table http example asset html file,design
1429,add powershell example action,actions
1430,command git remote set url give problem documented,core
1431,url,invalid
1432,still confused,invalid
1433,secret example syntax stripped documentation page managing complex workflow,actions
1434,kk,engineering
1435,test issue,triage
1436,update reusable variable new route,bug
1437,change,engineering
1438,example caching npm package errantly us npm ci install,actions
1439,update visualization api library,Docs open source board
1440,pngs asset image optimized,engineering
1441,incorrect info expression syntax conditionals,actions
1442,regarding presentation doc,engineering
1443,help team improve github doc,good first issue
1444,fix zh cn translation content typo,localization
1445,github desktop add context git tag managing tag article,ethanpalm
1446,mention currently delay schedule action start time,actions
1447,add powershellforgithub list available rest library,content
1448,update action creating composite run step action window user,actions
1449,c team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,triage
1450,developer route redirects load incorrectly window,bug
1451,git push error switching http ssh,content
1452,table broken translated page,localization
1453,hi,invalid
1454,specify environment implicitly created action,actions
1455,redirects incorrectly computed window,bug
1456,fix typo,content
1457,redundant searching blank string landing page doc github com,engineering
1458,homepage calculation give bad url window,engineering
1459,changing authentication password ssh clarify remote origin url must updated,content
1460,,triage
1461,lint file test fails window,bug
1462,event api doc mention field exist commitcommentevent,content
1463,add space sentence,good first issue
1464,missing field event api doc deleteevent,content
1465,xclip usage shown longer working linux,content
1466,ui doc match required date check,Docs open source board
1467,proposed snyk security guide github action documentation,triage
1468,slider working properly,invalid
1469,quick test,Docs open source board
1470,test,invalid
1471,test,invalid
1472,test,triage
1473,one test,triage
1474,lfx mentorship new name communitybridge,content
1475,documentation generating new ssh key incorrect window,content
1476,rebase merge summary correct link description git scm com doc,1
1477,editing creating pull request doc clarity flow,Docs open source board
1478,github action building testing ruby hash tag us step,actions
1479,alignment entire table markdown,triage
1480,contradictory explanation question mark filter pattern,actions
1481,event api doc memberevent change incorrect,content
1482,specify definition updated,triage
1483,clarify effect saml sso setting doc,content
1484,clarify issue template doc,content
1485,add open issue go github button link,simpsoka
1486,thanks opening issue github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,invalid
1487,document search syntax,triage
1488,dead anchor link contributing md,contributing docs
1489,link repl quickstart guide broken,Docs open source board
1490,sponsorship webhook event doc show monthly price dollar number actually arrives string,triage
1491,genome sequencing,triage
1492,run test conditionally reduce overall pr check completion time,engineering
1493,update visualization api library,simpsoka
1494,update outdated get single commit link action reference event trigger workflow push,1
1495,support dark mode,simpsoka
1496,doc github com,invalid
1497,info per user pricing please mix match license possible,triage
1498,typo http doc github com en rest reference billing get github package billing organization,internal-fix-openapi
1499,fix broken link basic authentication page,1
1500,support banner without container,janiceilene
1501,webhook security unable verify signature payload contains emoji,triage
1502,include issue pull request sidebar method assigning user,content
1503,improve auto merge documentation explaining,content
1504,update documentation git filter branch,content
1505,action doc using action private repository,1
1506,baptiste preview work geting individual repo list repos,content
1507,license rst also supported,1
1508,document auto merge gh action,triage
1509,specifying email address web based git operation,content
1510,api change support internal repository visibility link internal dangling,triage
1511,document check output text field length,content
1512,doc github com,invalid
1513,thanks opening pull request github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,1
1514,add space expression example returning json object section,triage
1515,update verify domian documentation,triage
1516,parameter per page list matching reference work expected,rest
1517,doc,invalid
1518,github,invalid
1519,duplicate contributor readme,Docs open source board
1520,reward,invalid
1521,hello,invalid
1522,gi net,triage
1523,add annotation toggle hotkey,triage
1524,clarify sender property codescanningevent webhook,webhooks
1525,,invalid
1526,thanks opening issue github doc team member give feedback soon meantime please check contributing guideline http github com github doc blob main contributing md,triage
1527,hi daminebenq thanks taking time open pr,invalid
1528,doc content github setting managing organization team enabling oauth app access restriction organization md,invalid
1529,typo discussion graphql api doc,content
1530,device flow clarify response based accept header,content
1531,misleading comparison ghactions jenkins,actions
1532,give advice best practise around action arrangement,actions
1533,description parameter swapped creating scoped access token,internal-fix-openapi
1534,discrepancy property table example payoad checkrunevent,content
1535,learning,invalid
1536,please update help document using pat git,triage
1537,welcome github doc discussion,invalid
1538,grammar education apply student developer pack,content
1539,kada,invalid
1540,github desktop update configuring git github desktop flow,steveward
1541,spanish content english doc,triage
1542,clean spacing grammar viewing member outside collaborator section needed,1
1543,callout webhook event payload page rendered spanish,engineering
1544,terrorist,invalid
1545,,invalid
1546,cannot reproduce safari io even switching e back en might something device specific although immediately see,invalid
1547,csv,invalid
1548,include branch option creating repository template rest endpoint,content
1549,data,invalid
1550,default platform detected correctly platform specific section shown,engineering
1551,document wikis crawled search engine,engineering
1552,stop recommending change git default core excludesfile setting,triage
1553,outdated sso instruction,triage
1554,apps authentication example set iat,1
1555,nope,invalid
1556,,invalid
1557,improve doc github com,engineering
1558,issue improve doc github com site,engineering
1559,document personal access token scope github package npm repo,packages
1560,doc githun com,invalid
1561,small rewording required sentence github token,good first issue
1562,http cloning error cached credential,content
1563,extra field api doc starred repository user,rest
1564,clarify point branch compared pull request,good first issue
1565,incorrect variable naming example private key github private key lead error,1
1566,adding tip pull request base branch,good first issue
1567,oh year,invalid
1568,add background information changing sponsorship tier editing retiring tier,1
1569,add slack list github created apps,good first issue
1570,improve,invalid
1571,add ci activity email notification cc list,1
1572,best,invalid
1573,tt,invalid
1574,,invalid
1575,,invalid
1576,,invalid
1577,kokot som tohto,invalid
1578,incorrect code example scim apis,rest
1579,see preview http doc patch herokuapp com en package guide migrating github container registry docker image authenticating container registry warning appears twice,invalid
